,age,gender,smile,mood,attention,distance
157739,23,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.79
157742,29,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.54
157819,53,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.63
157850,45,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.78
157859,30,MALE,SMILING,POSITIVE,LOOKING_DOWN_RIGHT,0.82
157930,69,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.53
157932,69,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN_LEFT,0.48
157951,34,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.39
157953,34,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.64
157960,34,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.97
157961,33,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.63
157995,49,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.82
158000,49,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.68
158001,49,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.78
158002,49,MALE,SMILING,POSITIVE,LOOKING_UP,0.71
158003,49,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.76
158007,49,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.65
158008,49,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.57
158009,49,MALE,SMILING,NEUTRAL,LOOKING_LEFT,0.55
158010,49,MALE,SMILING,POSITIVE,LOOKING_UP,0.57
158021,71,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.72
158022,71,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.73
158032,24,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.77
158033,24,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.8
158043,60,MALE,SMILING,POSITIVE,LOOKING_UP,0.58
158061,16,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.35
158063,16,FEMALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.64
158064,16,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.79
158069,34,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.6
158116,34,MALE,SMILING,NEUTRAL,LOOKING_DOWN,0.43
158124,8,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,1.5
158134,4,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.79
158155,46,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.69
158157,46,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.52
158170,25,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.59
158171,24,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.72
158175,32,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.6
158182,35,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.68
158183,41,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.7
158195,31,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.7
158196,31,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.75
158197,31,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.75
158242,7,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.09
158301,35,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.84
158306,42,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.55
158308,43,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.61
158311,39,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.64
158312,39,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.68
158324,35,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.67
158326,35,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.78
158349,33,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.66
158351,33,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.71
158361,9,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN_LEFT,0.46
158363,8,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.44
158425,33,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.62
158426,33,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.82
158441,29,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.5
158474,18,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.84
158475,20,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.88
158479,35,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.81
158523,34,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.71
158524,3,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.66
158525,34,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.72
158526,34,MALE,SMILING,NEUTRAL,LOOKING_DOWN_LEFT,0.76
158555,36,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.48
158556,11,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.84
158577,26,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.81
158579,26,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.91
158581,26,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.59
158587,35,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN_LEFT,1.05
158598,32,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.5
158622,21,FEMALE,SMILING,POSITIVE,LOOKING_DOWN_LEFT,0.56
158623,20,FEMALE,SMILING,POSITIVE,LOOKING_DOWN_LEFT,0.59
158645,23,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.68
158652,11,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.84
158654,12,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.46
158678,25,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.6
158693,31,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.64
158704,34,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.74
158705,34,MALE,SMILING,POSITIVE,LOOKING_UP,0.56
158710,38,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.77
158810,28,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.64
158818,6,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.7
158843,34,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN_RIGHT,0.79
158895,42,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.91
158897,45,MALE,NOT_SMILING,NEUTRAL,LOOKING_UP,0.89
158902,40,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.71
158926,44,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.44
158929,50,MALE,SMILING,NEUTRAL,LOOKING_LEFT,0.58
158933,72,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.94
159043,6,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_UP,0.63
159046,5,MALE,NOT_SMILING,NEUTRAL,LOOKING_UP,0.41
159078,52,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.85
159079,52,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.82
159080,49,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.75
159081,47,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.81
159122,54,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.44
159137,47,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.66
159174,13,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.61
159175,13,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.62
159176,13,MALE,SMILING,NEUTRAL,LOOKING_DOWN,0.5
159177,13,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.52
159178,13,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.65
159239,51,MALE,NOT_SMILING,NEUTRAL,LOOKING_UP,0.87
159243,49,MALE,SMILING,POSITIVE,LOOKING_LEFT,0.7
159247,48,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.79
159248,48,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.56
159249,48,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.57
159250,48,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.6
159252,48,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.75
159253,48,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.6
159254,48,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.65
159255,48,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.65
159281,56,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.64
159345,30,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.71
159346,31,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.6
159352,40,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.75
159360,30,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.71
159362,30,MALE,NOT_SMILING,NEGATIVE,LOOKING_UP,0.66
159395,34,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.48
159409,71,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.18
159413,21,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.44
159414,21,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.43
159415,19,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.44
159417,12,FEMALE,SMILING,POSITIVE,LOOKING_UP_RIGHT,0.42
159425,2,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.66
159439,4,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.63
159443,4,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.96
159445,4,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_UP,0.6
159454,48,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.31
159466,27,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.76
159467,27,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.78
159489,19,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.95
159490,17,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.83
159491,34,MALE,SMILING,NEGATIVE,LOOKING_UP_RIGHT,0.65
159493,34,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.7
159495,28,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.88
159523,16,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.79
159524,16,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.59
159526,16,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.49
159528,16,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.72
159544,10,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.62
159552,24,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.9
159564,27,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.42
159565,26,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.38
159583,26,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.54
159584,26,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.59
159586,27,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.56
159618,23,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.56
159621,23,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.6
159622,23,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.57
159623,23,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.61
159632,22,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.55
159634,28,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.63
159636,23,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN,0.61
159638,23,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_RIGHT,0.83
159639,23,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.79
159641,23,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.75
159645,23,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.6
159681,25,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.45
159682,25,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.52
159725,69,MALE,SMILING,POSITIVE,LOOKING_RIGHT,0.75
159758,64,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.51
159760,64,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.69
159763,65,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.45
159764,65,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.52
159768,6,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.73
159769,6,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.73
159770,6,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.74
159781,7,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.93
159782,7,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.68
159786,7,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.37
159795,12,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN_LEFT,0.38
159796,12,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.36
159798,12,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.28
159811,13,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.73
159812,13,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.4
159817,47,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.56
159821,5,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.33
159842,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN_LEFT,0.62
159860,6,FEMALE,SMILING,POSITIVE,LOOKING_DOWN_RIGHT,0.33
159865,4,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN_LEFT,0.52
159888,22,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.64
159890,25,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.65
159891,21,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.7
159918,66,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.65
159919,67,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.68
159935,34,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.75
159988,53,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.52
159990,48,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.6
159991,44,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.61
160018,59,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.6
160019,59,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.38
160020,59,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.8
160021,60,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.5
160022,64,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.37
160029,36,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.56
160030,36,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.55
160031,36,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.56
160088,29,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.65
160113,13,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.79
160115,13,FEMALE,NOT_SMILING,POSITIVE,LOOKING_UP_LEFT,0.48
160117,16,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.72
160119,13,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.94
160121,14,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,1.05
160143,25,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,1.01
160155,36,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.73
160196,35,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.57
160201,27,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.42
160202,27,FEMALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.51
160205,36,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.56
160208,32,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.51
160215,40,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.38
160216,40,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.48
160217,40,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.49
160222,23,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.95
160223,23,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,1.0
160224,23,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.03
160226,23,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN_RIGHT,0.28
160257,20,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.67
160258,22,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN_LEFT,0.51
160259,22,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.47
160260,22,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.85
160266,15,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.61
160267,15,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.59
160268,15,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.56
160275,62,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.62
160280,58,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.52
160284,58,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.61
160287,57,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.58
160289,57,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.61
160291,57,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.6
160295,19,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.68
160514,54,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.36
160518,54,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.53
160539,7,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.62
160541,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.62
160548,30,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,1.0
160555,30,MALE,NOT_SMILING,NEGATIVE,LOOKING_UP,1.09
160564,9,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.44
160571,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.43
160590,10,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.73
160591,10,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.66
160593,10,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.56
160596,10,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.55
160602,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_UP_LEFT,0.73
160697,32,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.68
160698,32,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.67
160700,32,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.75
160723,29,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.51
160836,58,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.39
160936,28,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.77
160937,28,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.78
160939,28,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.78
160941,28,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.86
160948,59,MALE,SMILING,NEUTRAL,LOOKING_UP_RIGHT,0.41
160957,34,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.8
160960,34,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.8
160961,34,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.77
160979,30,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.44
160981,30,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.56
160983,30,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.65
161060,35,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.92
161082,31,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.7
161106,12,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN,0.93
161107,12,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.91
161122,34,MALE,BROADLY_SMILING,POSITIVE,LOOKING_UP,0.6
161182,16,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.49
161199,21,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.55
161205,24,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.44
161253,15,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.51
161254,15,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.55
161256,15,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.43
161258,15,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.55
161286,14,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.63
161305,11,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.43
161316,10,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.76
161317,10,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.75
161322,10,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.55
161358,11,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.74
161374,10,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.6
161391,21,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.68
161398,16,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.5
161404,10,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.54
161405,10,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.79
161410,11,MALE,SMILING,NEUTRAL,LOOKING_DOWN,0.73
161412,11,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.92
161518,20,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_UP_LEFT,0.86
161534,19,FEMALE,NOT_SMILING,POSITIVE,LOOKING_LEFT,0.45
161541,31,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.53
161546,32,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.44
161547,32,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.57
161548,33,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.59
161594,18,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.86
161763,17,MALE,NOT_SMILING,NEGATIVE,LOOKING_LEFT,1.03
161924,30,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.99
161927,30,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.75
161928,30,MALE,SMILING,NEUTRAL,LOOKING_DOWN,0.71
162063,31,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.62
162110,16,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.86
162127,16,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.88
162137,23,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.84
162138,28,FEMALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.48
162139,19,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.55
162152,56,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.53
162162,26,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.57
162163,26,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN,0.58
162170,24,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.85
162172,24,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN,0.65
162191,22,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.81
162192,22,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.59
162193,22,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.73
162238,32,FEMALE,SMILING,NEGATIVE,LOOKING_DOWN,0.65
162249,25,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.86
162250,25,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.88
162251,25,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.62
162256,57,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.59
162269,27,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.84
162286,24,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_RIGHT,0.74
162299,11,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.49
162300,11,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.52
162308,18,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.66
162309,18,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.54
162341,65,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.65
162346,61,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.79
162372,30,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.67
162373,30,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.7
162374,16,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.76
162375,16,MALE,SMILING,NEUTRAL,LOOKING_DOWN,0.81
162376,16,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.89
162390,32,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.67
162391,29,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.54
162396,31,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.97
162397,38,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN_RIGHT,0.67
162398,38,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.55
162399,38,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.62
162400,38,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.62
162423,11,FEMALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.88
